,Akun,Post,Tag,Likes,Comments
1950,kepitingbos,"Pernah sakit tapi tak pernah sesakit ini,dimana saat lapar melihat kepiting dengan paduan bumbu saos asam manis dan kita hanya bisa melihat :( selamat menikmati akhir pekan dan selamat beraktifitas.

Khusus order melalui Shopee diskon hingga 25%ya sampai tanggal 31-11-2018  cek Id : arlo88
Info lebih lengkap bisa dm admin atau cek bio 
Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#sumareconbekasi
#aeonmalljakartagardencity
#kulinerharapanindah
#kulinerbekasi
#jajanenak
#bekasi
#kulinerindonesia

Kepitingboss","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'sumareconbekasi', 'aeonmalljakartagardencity', 'kulinerharapanindah', 'kulinerbekasi', 'jajanenak', 'bekasi', 'kulinerindonesia']",25,[]
1951,kepitingbos,"Hello seafood lovers dapoer kepiting boss sudah buka ya, selamat menikmati akhir pekan dan selamat beraktifitas.

Khusus order melalui Shopee diskon hingga 25%ya sampai tanggal 31-11-2018  cek Id : arlo88
Info lebih lengkap bisa dm admin atau cek bio 
Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy
#kulinerharapanindah
#kulinerbekasi

Kepitingboss","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy', 'kulinerharapanindah', 'kulinerbekasi']",21,['great picture']
1952,kepitingbos,"Rasa Ini Takkan Pernah Ku Lupakan... Seperti rasa SAOS PADANG yang endes Ini :) cetar membahana Di lidah

Note : Khusus order melalui Shopee diskon hingga 25%ya sampai tanggal 31-11-2018  cek Id : arlo88

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy
#kulinerharapanindah
#kulinerbekasi

Kepitingboss

Wkwkwk sorry mimin agak lebay dikit biar gak Kaku kaya kanebo kering wkwkkw","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy', 'kulinerharapanindah', 'kulinerbekasi']",25,"['yaampun jadi ikutan laper padahal abis makan :(', 'Mau Nambah Tinggi Badan 1-7 Cm?', 'Keren banget sih postingannya kak', 'Likes.']"
1953,kepitingbos,"HELLO SEAFOOD LOVERS 
KEPITING BOSS Memberikan DISKON 5% - 25% KHUSUS PEMBELIAN / ORDER MELALUI SHOPEE 
Hingga Tanggal 30-11-2018
ID SHOPEE : arlo88

Ongkir gratis SEJABODETABEK Setiap Harinya, 
Ayo Tunggu Apa lagi Order Segera :) Note : 
Kurir Memakai Gosend Sameday Dan Gosend instan

Gosend Sameday Estimasi pengiriman 3-5 jam... Gratis SEJABODETABEK

Untuk Yang Mau Cepat Sampai Pesanannya Di Sarankan Memilih GOSEND INSTANT ,SUBSIDI ONGKIR Dari Shopee Rp 20.000 
Estimasi Pengiriman 1-2 jam

Batas Order hingga Pukul 16:00
Order meLebihi dari Jam Yang Sudah Ditentukan Shopee otomatis Akan Mengalihkannya di Esok Hari.

Atau bisa Order melalui GOJEK/GOFOOD dengan harga NORMAL
Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy
#kulinerharapanindah
#kulinerbekasi
#bekasifood

Kepitingboss","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy', 'kulinerharapanindah', 'kulinerbekasi', 'bekasifood']",13,"['Halo kaka..\nApa kabar?\nkita dari @Levalex_STORE mau tawarin cemilan yang lagi #hits #jamannow yaitu:\nKENTANG BAPER! \nCHRISPY CHICKEN SKIN!\nMAKARONI JUTEK!\nTEMPE MANJA!\nApalagi chrispy chicken skin dan kentang baper nya yang best seller!!!\ndan juga... makaroni jutek plus tempe manja yang favoriteee abizzz....\nRasa""nya bervariasi... ada rasa pedess.. keju... balado... dll *cek insta nya yaaa...\ngak berminyak, menggunakan bahan baku yang premium, kemasan yang lucu dan unik, \ndijamin bikin ketagihan, tidak memakai pengawet...\nBisa cek juga di :\n1) instagram dan follow @Levalex_shop\n2) Bukalapak dan follow @Levalex_shop\n3) Shopee dan follow @Levalex Shop\n4) Tokopedia dan follow @Levalex Shop\nDiproduksi terbatas, pesan sekarang sebelum kehabisan ya!\nPromoted : 0812 2121 5881']"
1954,kepitingbos,DAPOER KEPITING BOSS SUDAH BUKA YA GAES,[],11,[]
1955,kepitingbos,"Lumer gaessss........ :) Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy
#kulinerharapanindah
#kulinerbekasi

Kepitingboss","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy', 'kulinerharapanindah', 'kulinerbekasi']",37,"['Cek ig kita ya kaka..', ' Subhanallah', 'Cantiknya... ']"
1956,kepitingbos,Dapoer kepiting boss sudah buka ya gaes :),[],10,['Cantiknya... ']
1957,kepitingbos,"DAPOER KEPITING BOSS SUDAH BUKA YA GAES.

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy
#kulinerharapanindah
#kulinerbekasi
#enak
#kulinerjabodetabek

Kepitingboss","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy', 'kulinerharapanindah', 'kulinerbekasi', 'enak', 'kulinerjabodetabek']",13,"['Cantiknya... ', 'Awesome!']"
1958,kepitingbos,"DAPOER KEPITING BOSS SUDAH BUKA YA GAES.

ORDER DI KEPITING BOS,BERANEKA MACAM MENU SEAFOOD  DENGAN HARGA GAK BIKIN KANTONG BOLONG....RASA ENDESSSSS DAN BERKELAS :) ONLY TAKE AWAY

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enak
#kulinerharapanindah
#kulinerbekasi

Kepitingboss","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enak', 'kulinerharapanindah', 'kulinerbekasi']",21,[]
1959,kepitingbos,"DAPOER KEPITING BOSS SUDAH BUKA YA GAES 
08:00 - 22:00 
Dapat di Order Melalui 
Gofood-Shopee-DM admin

@kepitingbos",[],10,['Morning boss @hari.sirait']
1960,kepitingbos,"Ada yg mau :) dagingnya uhhhgggg maknyosss

HARGA GAK BIKIN KANTONG BOLONG....RASA ENDESSSSS dan BERKELAS :) ONLY TAKE AWAY

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy
#kulinerharapanindah
#kulinerbekasi

Kepitingboss","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy', 'kulinerharapanindah', 'kulinerbekasi']",35,"['', 'Cek ig kita ya kaka..', 'Cantiknya... ']"
1961,kepitingbos,"Ughhhh.....jadi laperrrr (gurame saos asam manis)

Nasi mana nasi.... HARGA GAK BIKIN KANTONG BOLONG....RASA ENDESSSSS dan BERKELAS :) ONLY TAKE AWAY

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy
#kulinerharapanindah
#kulinerbekasi

Kepitingboss","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy', 'kulinerharapanindah', 'kulinerbekasi']",20,"['Cek ig kita ya kaka..', 'Mau dongg, beli dimana ini?']"
1962,kepitingbos,,[],11,[]
1963,kepitingbos,"Ngebulll gaesss..... Nasi mana nasi.... HARGA GAK BIKIN KANTONG BOLONG....RASA ENDESSSSS dan BERKELAS :) ONLY TAKE AWAY

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy
#kulinerharapanindah
#kulinerbekasi

Kepitingboss","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy', 'kulinerharapanindah', 'kulinerbekasi']",32,"['', 'brp /porsinya']"
1964,kepitingbos,"DAPOER KEPITING BOSS SUDAH BUKA YA GAES

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#guramebakar 
#foodies 
#gojek24jam 
#gofoodfestival 
#tamanharapanbarubekasi 
#harapanindah 
#saos 
#masakanindonesia 
#enakinaja 
#gagaldietlagi
#kulinerbekasi 
#seafoodloversdream","['guramebakar', 'foodies', 'gojek24jam', 'gofoodfestival', 'tamanharapanbarubekasi', 'harapanindah', 'saos', 'masakanindonesia', 'enakinaja', 'gagaldietlagi', 'kulinerbekasi', 'seafoodloversdream']",69,"['Akan terasa hebat kalo kamu saat ini memiliki tinggi badan kurang dari temanmu tapi tiba-tiba dalam 30 hari kemudian kamu menyusulnya dan lebih tinggi dari dia, tapi mungkin hal seperti itu bisa kamu wujudkan dengan hanya memakai produk peninggi badan dari tiens, karena dengan produk tsb dalam 30 bisa nambah 1-8 cm tergantung usiamu, cek IG ku untuk info selanjutnya :)@KLINIK_PENINGGI_SUPER']"
1965,kepitingbos,"Kepiting saos asam manis pas banget untuk menu makan siang hari ini bersama teman teman dikantor dan keluarga dirumah.
Bisa diorder di DAPOER KEPITING BOSS

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#guramebakar 
#foodies 
#gojek24jam 
#gofoodfestival 
#tamanharapanbarubekasi 
#harapanindah 
#saos 
#masakanindonesia 
#enakinaja 
#gagaldietlagi
#kulinerbekasi 
#seafoodloversdream","['guramebakar', 'foodies', 'gojek24jam', 'gofoodfestival', 'tamanharapanbarubekasi', 'harapanindah', 'saos', 'masakanindonesia', 'enakinaja', 'gagaldietlagi', 'kulinerbekasi', 'seafoodloversdream']",70,[]
1966,kepitingbos,"DAPOER KEPITING BOSS SUDAH BUKA YA..... Bisa diorder di DAPOER KEPITING BOSS

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#saospadang
#foodies 
#gojek24jam 
#gofoodfestival 
#tamanharapanbarubekasi 
#harapanindah 
#saos 
#masakanindonesia 
#enakinaja 
#gagaldietlagi
#kulinerharapanindah","['saospadang', 'foodies', 'gojek24jam', 'gofoodfestival', 'tamanharapanbarubekasi', 'harapanindah', 'saos', 'masakanindonesia', 'enakinaja', 'gagaldietlagi', 'kulinerharapanindah']",80,[]
1967,kepitingbos,"Gurame saos asam manis unccccchhhhhh....pas banget untuk menu makan siang hari ini bersama teman teman.
Bisa diorder di DAPOER KEPITING BOSS

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#guramebakar 
#foodies 
#gojek24jam 
#gofoodfestival 
#tamanharapanbarubekasi 
#harapanindah 
#saos 
#masakanindonesia 
#enakinaja 
#gagaldietlagi","['guramebakar', 'foodies', 'gojek24jam', 'gofoodfestival', 'tamanharapanbarubekasi', 'harapanindah', 'saos', 'masakanindonesia', 'enakinaja', 'gagaldietlagi']",57,['Postingan menarik ']
1968,kepitingbos,"Makan malam yuk :) HARGA GAK BIKIN KANTONG BOLONG....RASA ENDESSSSS dan BERKELAS :) ONLY TAKE AWAY

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy

Kepitingboss","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy']",15,[]
1969,kepitingbos,"HELLO SEAFOOD LOVERS

Dapoer kepiting boss sudah buka ya gaes ,

HARGA GAK BIKIN KANTONG BOLONG....RASA ENDESSSSS :) ONLY TAKE AWAY

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy

@kepitingbos","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy']",28,[]
1970,kepitingbos,,[],8,[]
1971,kepitingbos,"Dapoer kepiting boss sudah buka ya gaes ,

HARGA GAK BIKIN KANTONG BOLONG....RASA ENDESSSSS :) ONLY TAKE AWAY

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) promo 20%
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy

@kepitingbos","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy']",20,[]
1972,kepitingbos,"Buat pecinta kerang.....
Saos padang...uchhhhhh cocok dibawa ngapel kerumah si doi malam ini,,,,hehehee

HARGA GAK BIKIN KANTONG BOLONG....RASA ENDESSSSS :) ONLY TAKE AWAY

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy

@kepitingbos","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy']",19,['Fab!']
1973,kepitingbos,"Susah di ungkapkan dengan 
kata-kata.... Oh iya malam minggu ya sekarang,cucok banget nih buat ya mau kerumah mertua dan santai bersama keluarga dirumah sambil makan seafood bersama atau bisa juga untuk kalian2 yang masih masuk kerja makan siang dengan seafood :) HARGA GAK BIKIN KANTONG BOLONG....RASA ENDESSSSS :) ONLY TAKE AWAY

Cara pesan  GO-JEK (gofood) 
Shopee (arlo88) 
DM : @kepitingbos 
WA :  081383303952
Lokasi  taman harapan baru, bekasi

#masakanrumah 
#seafoodindonesia 
#masakanrumahan 
#kuliner 
#seafoodlovers 
#seafoodbekasi 
#eatcrab 
#gagaldiet
#saostiram
#saospadang
#pedas 
#pedasmanis 
#harapanindahbekasi 
#foodfast 
#gojek
#makanankekinian 
#makan 
#makanansehat 
#makananpedas 
#makanmakanmakan
#foodie
#tamanharapanbaru
#rasayangdulupernahada
#sumareconbekasi
#aeonmalljakartagardencity
#enjoy

@kepitingbos","['masakanrumah', 'seafoodindonesia', 'masakanrumahan', 'kuliner', 'seafoodlovers', 'seafoodbekasi', 'eatcrab', 'gagaldiet', 'saostiram', 'saospadang', 'pedas', 'pedasmanis', 'harapanindahbekasi', 'foodfast', 'gojek', 'makanankekinian', 'makan', 'makanansehat', 'makananpedas', 'makanmakanmakan', 'foodie', 'tamanharapanbaru', 'rasayangdulupernahada', 'sumareconbekasi', 'aeonmalljakartagardencity', 'enjoy']",17,[]
